track_n,line,lyric,track_title,artist,top_10_song
1,1,redone,Just Dance,Lady Gaga,1
1,2,konvict,Just Dance,Lady Gaga,1
1,3,gaga  oh oh  eh ,Just Dance,Lady Gaga,1
1,4,i have had a little bit too much  much  oh  oh  oh oh ,Just Dance,Lady Gaga,1
1,5,all of the people start to rush  start to rush by ,Just Dance,Lady Gaga,1
1,6,a dizzy twister dance,Just Dance,Lady Gaga,1
1,7,ca not find my drink or man,Just Dance,Lady Gaga,1
1,8,where are my keys ,Just Dance,Lady Gaga,1
1,9,i lost my phone  phone  oh  oh  oh oh ,Just Dance,Lady Gaga,1
1,10,what going on on the floor ,Just Dance,Lady Gaga,1
1,11,i love this record  baby  but i can not see straight anymore,Just Dance,Lady Gaga,1
1,12,keep it cool,Just Dance,Lady Gaga,1
1,13,what the name of this club ,Just Dance,Lady Gaga,1
1,14,i can not remember  but it alright  alright,Just Dance,Lady Gaga,1
1,15,just dance,Just Dance,Lady Gaga,1
1,16,gonna be okay,Just Dance,Lady Gaga,1
1,17,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,18,spin that record  babe,Just Dance,Lady Gaga,1
1,19,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,20,gonna be okay,Just Dance,Lady Gaga,1
1,21,da da da dance  dance  dance,Just Dance,Lady Gaga,1
1,22,just j j just dance,Just Dance,Lady Gaga,1
1,23,wish i could shut my playboy mouth  oh  oh  oh oh ,Just Dance,Lady Gaga,1
1,24,how would i turn my shirt inside out   inside out  right ,Just Dance,Lady Gaga,1
1,25,control your poison  babe,Just Dance,Lady Gaga,1
1,26,roses have thorns  they say,Just Dance,Lady Gaga,1
1,27,and we are all gettin  hosed tonight  oh  oh  oh oh ,Just Dance,Lady Gaga,1
1,28,what going on on the floor ,Just Dance,Lady Gaga,1
1,29,i love this record  baby  but i can not see straight anymore,Just Dance,Lady Gaga,1
1,30,keep it cool,Just Dance,Lady Gaga,1
1,31,what the name of this club ,Just Dance,Lady Gaga,1
1,32,i can not remember  but it alright  alright,Just Dance,Lady Gaga,1
1,33,just dance,Just Dance,Lady Gaga,1
1,34,gonna be okay,Just Dance,Lady Gaga,1
1,35,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,36,spin that record  babe,Just Dance,Lady Gaga,1
1,37,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,38,gonna be okay,Just Dance,Lady Gaga,1
1,39,da da da dance  dance  dance,Just Dance,Lady Gaga,1
1,40,just j j just dance,Just Dance,Lady Gaga,1
1,41,when i come through on the dance floor  checking out that catalogue,Just Dance,Lady Gaga,1
1,42,ca not believe my eyes,Just Dance,Lady Gaga,1
1,43,so many women without a flaw,Just Dance,Lady Gaga,1
1,44,and i ai not gonna give it up,Just Dance,Lady Gaga,1
1,45,steady  tryna pick it up  like a call,Just Dance,Lady Gaga,1
1,46,i amma hit it  i amma beat it and latch onto it until tomorrow  yeah,Just Dance,Lady Gaga,1
1,47,shorty  i can see that you got so much energy,Just Dance,Lady Gaga,1
1,48,the way you twirling up them hips  round and  round,Just Dance,Lady Gaga,1
1,49,and there is no reason at all why you can not leave here with me,Just Dance,Lady Gaga,1
1,50,in the meantime  stay and let me watch you break it down,Just Dance,Lady Gaga,1
1,51,and dance,Just Dance,Lady Gaga,1
1,52,gonna be okay  oh oh ,Just Dance,Lady Gaga,1
1,53,da da doo doot n  just dance  ooh  yeah ,Just Dance,Lady Gaga,1
1,54,spin that record  babe,Just Dance,Lady Gaga,1
1,55,da da doo doot n  just dance  ooh  yeah ,Just Dance,Lady Gaga,1
1,56,gonna be okay,Just Dance,Lady Gaga,1
1,57,da da doo doot n  just dance  ooh  yeah ,Just Dance,Lady Gaga,1
1,58,spin that record  babe,Just Dance,Lady Gaga,1
1,59,da da doo doot n  just dance  oh ,Just Dance,Lady Gaga,1
1,60,gonna be okay,Just Dance,Lady Gaga,1
1,61,da da da dance  dance  dance  gonna be okay  yeah ,Just Dance,Lady Gaga,1
1,62,just j j just dance  oh ,Just Dance,Lady Gaga,1
1,63, incredible    amazing    music ,Just Dance,Lady Gaga,1
1,64,wooo ,Just Dance,Lady Gaga,1
1,65,let go ,Just Dance,Lady Gaga,1
1,66,half psychotic  sick  hypnotic  got my blueprint  it symphonic,Just Dance,Lady Gaga,1
1,67,half psychotic  sick  hypnotic  got my blueprint  electronic,Just Dance,Lady Gaga,1
1,68,half psychotic  sick  hypnotic  got my blueprint  it symphonic,Just Dance,Lady Gaga,1
1,69,half psychotic  sick  hypnotic  got my blueprint  electronic,Just Dance,Lady Gaga,1
1,70,go ,Just Dance,Lady Gaga,1
1,71,use your muscle  carve it out  work it  hustle,Just Dance,Lady Gaga,1
1,72, i got it  just stay close enough to get it on ,Just Dance,Lady Gaga,1
1,73,do not slow drive it  clean it  lysol  bleed it,Just Dance,Lady Gaga,1
1,74,spend the last dough  i got it  in your pock o  i got it ,Just Dance,Lady Gaga,1
1,75,just dance,Just Dance,Lady Gaga,1
1,76,gonna be okay,Just Dance,Lady Gaga,1
1,77,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,78,spin that record  babe,Just Dance,Lady Gaga,1
1,79,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,80,gonna be okay,Just Dance,Lady Gaga,1
1,81,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,82,spin that record  babe,Just Dance,Lady Gaga,1
1,83,da da doo doot n  just dance,Just Dance,Lady Gaga,1
1,84,gonna be okay,Just Dance,Lady Gaga,1
1,85,da da da dance  dance  dance,Just Dance,Lady Gaga,1
1,86,just j j just dance,Just Dance,Lady Gaga,1
2,1,let have some fun  this beat is sick,LoveGame,Lady Gaga,1
2,2,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,3,let have some fun  this beat is sick,LoveGame,Lady Gaga,1
2,4,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,5,hey ,LoveGame,Lady Gaga,1
2,6,hey ,LoveGame,Lady Gaga,1
2,7,i wanna kiss you,LoveGame,Lady Gaga,1
2,8,but if i do  then i might miss you  babe,LoveGame,Lady Gaga,1
2,9,it complicated and stupid,LoveGame,Lady Gaga,1
2,10,got my ass squeezed by sexy cupid,LoveGame,Lady Gaga,1
2,11,guess he wants to play  wants to play a lovegame  a lovegame,LoveGame,Lady Gaga,1
2,12,hold me and love me,LoveGame,Lady Gaga,1
2,13,just wanna touch you for a minute,LoveGame,Lady Gaga,1
2,14,maybe three seconds is enough for my heart to quit it,LoveGame,Lady Gaga,1
2,15,let have some fun  this beat is sick,LoveGame,Lady Gaga,1
2,16,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,17,do not think too much  just bust that kick,LoveGame,Lady Gaga,1
2,18,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,19,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,20,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,21,are you in the game ,LoveGame,Lady Gaga,1
2,22,dans  the lovegame,LoveGame,Lady Gaga,1
2,23,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,24,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,25,are you in the game ,LoveGame,Lady Gaga,1
2,26,dans  the lovegame,LoveGame,Lady Gaga,1
2,27,i am on a mission,LoveGame,Lady Gaga,1
2,28,and it involves some heavy touching  yeah,LoveGame,Lady Gaga,1
2,29,you have indicated your interest,LoveGame,Lady Gaga,1
2,30,i am educated in sex  yes,LoveGame,Lady Gaga,1
2,31,and now i want it bad  want it bad,LoveGame,Lady Gaga,1
2,32,a lovegame  a lovegame,LoveGame,Lady Gaga,1
2,33,hold me and love me,LoveGame,Lady Gaga,1
2,34,just wanna touch you for a minute,LoveGame,Lady Gaga,1
2,35,maybe three seconds is enough for my heart to quit it,LoveGame,Lady Gaga,1
2,36,let have some fun  this beat is sick,LoveGame,Lady Gaga,1
2,37,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,38,do not think too much  just bust that kick,LoveGame,Lady Gaga,1
2,39,i wanna take a ride on your disco stick,LoveGame,Lady Gaga,1
2,40,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,41,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,42,are you in the game ,LoveGame,Lady Gaga,1
2,43,dans  the lovegame,LoveGame,Lady Gaga,1
2,44,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,45,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,46,are you in the game ,LoveGame,Lady Gaga,1
2,47,dans  the lovegame,LoveGame,Lady Gaga,1
2,48,i can see you staring there from across the block,LoveGame,Lady Gaga,1
2,49,with a smile on your mouth and your hand on your  huh ,LoveGame,Lady Gaga,1
2,50,the story of us  it always starts the same,LoveGame,Lady Gaga,1
2,51,with a boy and a girl and a   huh  and a game,LoveGame,Lady Gaga,1
2,52,and a game  huh ,LoveGame,Lady Gaga,1
2,53,and a game  huh ,LoveGame,Lady Gaga,1
2,54,and a game  huh ,LoveGame,Lady Gaga,1
2,55,a lovegame ,LoveGame,Lady Gaga,1
2,56,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,57,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,58,are you in the game ,LoveGame,Lady Gaga,1
2,59,dans  the lovegame,LoveGame,Lady Gaga,1
2,60,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,61,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,62,are you in the game ,LoveGame,Lady Gaga,1
2,63,dans  the lovegame,LoveGame,Lady Gaga,1
2,64,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,65,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,66,are you in the game ,LoveGame,Lady Gaga,1
2,67, let have some fun  this beat is sick ,LoveGame,Lady Gaga,1
2,68,dans  the lovegame,LoveGame,Lady Gaga,1
2,69, i wanna take a ride on your disco stick ,LoveGame,Lady Gaga,1
2,70,let play a lovegame  play a lovegame,LoveGame,Lady Gaga,1
2,71,do you want love  or you want fame ,LoveGame,Lady Gaga,1
2,72,are you in the game ,LoveGame,Lady Gaga,1
2,73, do not think too much  just bust that kick ,LoveGame,Lady Gaga,1
2,74,dans  the lovegame,LoveGame,Lady Gaga,1
2,75, i wanna take a ride on your disco stick ,LoveGame,Lady Gaga,1
2,76,dans  the lovegame,LoveGame,Lady Gaga,1
3,1,we are the crowd,Paparazzi,Lady Gaga,1
3,2,we are c coming out,Paparazzi,Lady Gaga,1
3,3,got my flash on  it true,Paparazzi,Lady Gaga,1
3,4,need that picture of you  it so magical,Paparazzi,Lady Gaga,1
3,5,we would be so fantastical,Paparazzi,Lady Gaga,1
3,6,leather and jeans,Paparazzi,Lady Gaga,1
3,7,garage glamorous,Paparazzi,Lady Gaga,1
3,8,not sure what it means,Paparazzi,Lady Gaga,1
3,9,but this photo of us  it do not have a price,Paparazzi,Lady Gaga,1
3,10,ready for those flashing lights cause you know that  baby  i   ,Paparazzi,Lady Gaga,1
3,11,i am your biggest fan,Paparazzi,Lady Gaga,1
3,12,i will follow you until you love me,Paparazzi,Lady Gaga,1
3,13,papa paparazzi,Paparazzi,Lady Gaga,1
3,14,baby  there no other superstar you know that i will be,Paparazzi,Lady Gaga,1
3,15,your papa paparazzi,Paparazzi,Lady Gaga,1
3,16,promise i will be kind,Paparazzi,Lady Gaga,1
3,17,but i will not stop until that boy is mine,Paparazzi,Lady Gaga,1
3,18,baby  you will be famous,Paparazzi,Lady Gaga,1
3,19,chase you down until you love me,Paparazzi,Lady Gaga,1
3,20,papa paparazzi,Paparazzi,Lady Gaga,1
3,21,i will be your girl backstage at your show,Paparazzi,Lady Gaga,1
3,22,velvet ropes and guitars,Paparazzi,Lady Gaga,1
3,23,yeah   cause you are my rockstar in between the sets,Paparazzi,Lady Gaga,1
3,24,eyeliner and cigarettes,Paparazzi,Lady Gaga,1
3,25,shadow is burnt,Paparazzi,Lady Gaga,1
3,26,yellow dance and we turn,Paparazzi,Lady Gaga,1
3,27,my lashes are dry,Paparazzi,Lady Gaga,1
3,28,purple teardrops  i cry,Paparazzi,Lady Gaga,1
3,29,it do not have a price,Paparazzi,Lady Gaga,1
3,30,loving you is cherry pie cause you know that  baby  i   ,Paparazzi,Lady Gaga,1
3,31,i am your biggest fan,Paparazzi,Lady Gaga,1
3,32,i will follow you until you love me,Paparazzi,Lady Gaga,1
3,33,papa paparazzi,Paparazzi,Lady Gaga,1
3,34,baby  there no other superstar you know that i will be,Paparazzi,Lady Gaga,1
3,35,your papa paparazzi,Paparazzi,Lady Gaga,1
3,36,promise i will be kind,Paparazzi,Lady Gaga,1
3,37,but i will not stop until that boy is mine,Paparazzi,Lady Gaga,1
3,38,baby  you will be famous,Paparazzi,Lady Gaga,1
3,39,chase you down until you love me,Paparazzi,Lady Gaga,1
3,40,papa paparazzi,Paparazzi,Lady Gaga,1
3,41,real good,Paparazzi,Lady Gaga,1
3,42,we dance in the studio,Paparazzi,Lady Gaga,1
3,43,snap snap to that shit on the radio,Paparazzi,Lady Gaga,1
3,44,do not stop for anyone,Paparazzi,Lady Gaga,1
3,45,we are plastic  but we still have fun ,Paparazzi,Lady Gaga,1
3,46,i am your biggest fan,Paparazzi,Lady Gaga,1
3,47,i will follow you until you love me,Paparazzi,Lady Gaga,1
3,48,papa paparazzi,Paparazzi,Lady Gaga,1
3,49,baby  there no other superstar you know that i will be,Paparazzi,Lady Gaga,1
3,50,your papa paparazzi,Paparazzi,Lady Gaga,1
3,51,promise i will be kind,Paparazzi,Lady Gaga,1
3,52,but i will not stop until that boy is mine,Paparazzi,Lady Gaga,1
3,53,baby  you will be famous,Paparazzi,Lady Gaga,1
3,54,chase you down until you love me,Paparazzi,Lady Gaga,1
3,55,papa paparazzi,Paparazzi,Lady Gaga,1
3,56,promise i will be kind,Paparazzi,Lady Gaga,1
3,57,but i will not stop until that boy is mine,Paparazzi,Lady Gaga,1
3,58,baby  you will be famous,Paparazzi,Lady Gaga,1
3,59,chase you down until you love me,Paparazzi,Lady Gaga,1
3,60,papa paparazzi,Paparazzi,Lady Gaga,1
4,1,mum mum mum mah,Poker Face,Lady Gaga,1
4,2,mum mum mum mah,Poker Face,Lady Gaga,1
4,3,mum mum mum mah,Poker Face,Lady Gaga,1
4,4,mum mum mum mah,Poker Face,Lady Gaga,1
4,5,mum mum mum mah,Poker Face,Lady Gaga,1
4,6,i wanna hold  em like they do in texas  please,Poker Face,Lady Gaga,1
4,7,fold  em  let  em hit me  raise it  baby  stay with me  i love it ,Poker Face,Lady Gaga,1
4,8,love game intuition  play the cards with spades to start,Poker Face,Lady Gaga,1
4,9,and after he been hooked  i will play the one that on his heart,Poker Face,Lady Gaga,1
4,10,oh  oh oh  oh  oh,Poker Face,Lady Gaga,1
4,11,oh oh oh oh  oh oh,Poker Face,Lady Gaga,1
4,12,i will get him hot  show him what i have got,Poker Face,Lady Gaga,1
4,13,oh  oh oh  oh  oh,Poker Face,Lady Gaga,1
4,14,oh oh oh oh  oh oh,Poker Face,Lady Gaga,1
4,15,i will get him hot  show him what i have got,Poker Face,Lady Gaga,1
4,16,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,17,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,18,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,19,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,20,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,21, mum mum mum mah ,Poker Face,Lady Gaga,1
4,22,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,23, mum mum mum mah ,Poker Face,Lady Gaga,1
4,24,i wanna roll with him  a hard pair we will be,Poker Face,Lady Gaga,1
4,25,a little gambling is fun when you are with me  i love it ,Poker Face,Lady Gaga,1
4,26,russian roulette is not the same without a gun,Poker Face,Lady Gaga,1
4,27,and baby  when it love  if it not rough  it is not fun  fun ,Poker Face,Lady Gaga,1
4,28,oh  oh oh  oh  oh,Poker Face,Lady Gaga,1
4,29,oh oh oh oh  oh oh,Poker Face,Lady Gaga,1
4,30,i will get him hot  show him what i have got,Poker Face,Lady Gaga,1
4,31,oh  oh oh  oh  oh,Poker Face,Lady Gaga,1
4,32,oh oh oh oh  oh oh,Poker Face,Lady Gaga,1
4,33,i will get him hot  show him what i have got,Poker Face,Lady Gaga,1
4,34,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,35,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,36,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,37,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,38,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,39, mum mum mum mah ,Poker Face,Lady Gaga,1
4,40,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,41, mum mum mum mah ,Poker Face,Lady Gaga,1
4,42, mum mum mum mah ,Poker Face,Lady Gaga,1
4,43, mum mum mum mah ,Poker Face,Lady Gaga,1
4,44,i will not tell you that i love you,Poker Face,Lady Gaga,1
4,45,kiss or hug you cause i am bluffin  with my muffin,Poker Face,Lady Gaga,1
4,46,i am not lying  i am just stunnin  with my love glue gunnin just like a chick in the casino,Poker Face,Lady Gaga,1
4,47,take your bank before i pay you out,Poker Face,Lady Gaga,1
4,48,i promise this  promise this,Poker Face,Lady Gaga,1
4,49,check this hand  cause i am marvelous,Poker Face,Lady Gaga,1
4,50,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,51,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,52,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,53,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,54,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,55,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,56,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,57,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,58,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,59,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,60,ca not read my  can not read my,Poker Face,Lady Gaga,1
4,61,no  he can not read my poker face she got me like nobody ,Poker Face,Lady Gaga,1
4,62,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,63,po po po poker face  fu fu fuck her face she got me like nobody ,Poker Face,Lady Gaga,1
4,64,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,65, mum mum mum mah ,Poker Face,Lady Gaga,1
4,66,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,67, mum mum mum mah ,Poker Face,Lady Gaga,1
4,68,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,69, mum mum mum mah ,Poker Face,Lady Gaga,1
4,70,po po po poker face  fu fu fuck her face,Poker Face,Lady Gaga,1
4,71, mum mum mum mah ,Poker Face,Lady Gaga,1
5,1,cherry,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,2,cherry,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,3,boomboom,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,4,gaga,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,5,boy  we have had a real good time,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,6,and i wish you the best on your way  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,7,i did not mean to hurt you,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,8,i never thought we would fall out of place  eh eh  hey,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,9,i have something that i love long  long,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,10,but my friends keepa  tellin  me that something wrong,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,11,then i met someone,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,12,and eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,13,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,14,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,15,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,16,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,17,i wish he never looked at me that way,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,18,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,19,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,20,eh eh  hey eh ey,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,21,not that i do not care about you,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,22,just that things got so compliqu es  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,23,i met somebody cute and funny,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,24,got each other and that funny  eh  eh eh  hey,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,25,i have something that i love long  long,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,26,but my friends keepa  tellin  me that something wrong,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,27,then i met someone,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,28,and eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,29,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,30,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,31,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,32,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,33,i wish he never looked at me that way,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,34,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,35,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,36,eh eh  hey eh ey,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,37,eh eh  eh eh  eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,38,eh eh  eh eh  hey  yeah,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,39,i have something that i love long  long,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,40,but my friends keepa  tellin  me that something wrong,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,41,then i met someone,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,42,and eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,43,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,44,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,45,eh  eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,46,there nothing else i can say,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,47,eh eh  eh eh,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,48,i wish he never looked at me that way,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,49,eh eh  hey eh ey  ooh  yeah ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,50,there nothing else i can say  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,51,eh eh  eh eh   eh eh  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,52,i wish he never looked at me that way  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,53,eh eh  eh eh   eh eh  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,54,there nothing else i can say  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,55,eh eh  eh eh   eh eh  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,56,cherry,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,57,cherry,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,58,boomboom,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,59,eh eh  hey,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
5,60,oh yeah  all i can say is  eh eh ,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,0
6,1,beautiful  dirty  dirty rich,"Beautiful, Dirty, Rich",Lady Gaga,0
6,2,rich  dirty  dirty,"Beautiful, Dirty, Rich",Lady Gaga,0
6,3,beautiful  dirty rich,"Beautiful, Dirty, Rich",Lady Gaga,0
6,4,dirty  dirty rich,"Beautiful, Dirty, Rich",Lady Gaga,0
6,5,dirty  dirty rich  beautiful,"Beautiful, Dirty, Rich",Lady Gaga,0
6,6,beautiful and dirty,"Beautiful, Dirty, Rich",Lady Gaga,0
6,7,dirty rich,"Beautiful, Dirty, Rich",Lady Gaga,0
6,8,rich  dirty,"Beautiful, Dirty, Rich",Lady Gaga,0
6,9,we got a redlight,"Beautiful, Dirty, Rich",Lady Gaga,0
6,10,pornographic dance fight,"Beautiful, Dirty, Rich",Lady Gaga,0
6,11,systematic  honey,"Beautiful, Dirty, Rich",Lady Gaga,0
6,12,but we got no money,"Beautiful, Dirty, Rich",Lady Gaga,0
6,13,our hair is perfect while we are all getting shit wrecked,"Beautiful, Dirty, Rich",Lady Gaga,0
6,14,it automatic  honey,"Beautiful, Dirty, Rich",Lady Gaga,0
6,15,but we got no money,"Beautiful, Dirty, Rich",Lady Gaga,0
6,16,daddy  i am so sorry,"Beautiful, Dirty, Rich",Lady Gaga,0
6,17,i am so s s sorry  yeah,"Beautiful, Dirty, Rich",Lady Gaga,0
6,18,we just like to party,"Beautiful, Dirty, Rich",Lady Gaga,0
6,19,like to p p party  yeah,"Beautiful, Dirty, Rich",Lady Gaga,0
6,20,bang  bang,"Beautiful, Dirty, Rich",Lady Gaga,0
6,21,we are beautiful and dirty rich  dirty  dirty rich  dirty  dirty rich  beautiful ,"Beautiful, Dirty, Rich",Lady Gaga,0
6,22,bang  bang,"Beautiful, Dirty, Rich",Lady Gaga,0
6,23,we are beautiful and dirty rich  beautiful and dirty  dirty rich  rich  bang  bang ,"Beautiful, Dirty, Rich",Lady Gaga,0
6,24,we live a cute life,"Beautiful, Dirty, Rich",Lady Gaga,0
6,25,sound fanatic,"Beautiful, Dirty, Rich",Lady Gaga,0
6,26,pants tighter than plastic  honey,"Beautiful, Dirty, Rich",Lady Gaga,0
6,27,but we got no money,"Beautiful, Dirty, Rich",Lady Gaga,0
6,28,we do the dance right,"Beautiful, Dirty, Rich",Lady Gaga,0
6,29,we have got it made like ice cream topped with honey,"Beautiful, Dirty, Rich",Lady Gaga,0
6,30,but we got no money,"Beautiful, Dirty, Rich",Lady Gaga,0
6,31,daddy  i am so sorry,"Beautiful, Dirty, Rich",Lady Gaga,0
6,32,i am so s s sorry  yeah,"Beautiful, Dirty, Rich",Lady Gaga,0
6,33,we just like to party,"Beautiful, Dirty, Rich",Lady Gaga,0
6,34,like to p p party  yeah,"Beautiful, Dirty, Rich",Lady Gaga,0
6,35,bang  bang,"Beautiful, Dirty, Rich",Lady Gaga,0
6,36,we are beautiful and dirty rich  dirty  dirty rich  dirty  dirty rich  beautiful ,"Beautiful, Dirty, Rich",Lady Gaga,0
6,37,bang  bang,"Beautiful, Dirty, Rich",Lady Gaga,0
